head,head_type,tail,tail_type,relation,journal_id,docs
气血津液辨证论治体系,中医理论,湿疹,中医疾病,治疗,2024656,"""赵炳南治疗湿疹学术思想和临床经验的传承研究 目的:整理和总结赵炳南教授治疗湿疹的学术思想和临床经验,归纳梳理赵炳南思想经验的传承、发展情况,归纳其传承特点;探索质性研究在名老中医思想经验传承领域的运用及方法。方法:运用“赵炳南学术思想传承平台”、CNKI、万方、维普数据库等收集赵炳南教授、张志礼教授(赵老亲传弟子)、后学医者治疗湿疹的相关论著、会议讲稿等以及传承人总结赵老辨治湿疹经验的文献资料。提取其中治疗湿疹的具体论述,将各医者治疗湿疹的临床经验进行进一步系统化总结。运用半结构式访谈法对赵炳南学术经验传承人进行多次访谈,以进一步挖掘赵老的学术思想,总结归纳传承要点。访谈中进行录音笔录音和手写记录收集访谈资料。通过研究者、定性分析软件ATLAS.ti 9,结合备忘录书写、概念图绘制等方式进行资料整理和分析。通过参与者反馈法进行质量控制。结果:文献研究囊括期刊、论文等145篇,专著13部。经过整理文献,总结出赵炳南治疗湿疹的学术思想和临床经验,归纳梳理出不同时代思想经验的传承、发展情况,总结出传承特点。赵老继承古代医家经验,集各家之长,融会贯通,经过长期钻研和临床实践形成了治疗湿疹的学术思想和临床经验,别具一格。赵炳南教授将湿疹病因归为风、湿、热,将湿疹的病机概括为“本在湿,标在热”“湿为发病核心”。赵老遵循中医学的整体观,辨治湿疹围绕“湿”,首创气血津液辨证论治体系作为辨治湿疹的核心,体现出皮肤科的专科辨证思路,有别于外科。赵老以治湿为关键,治热为要点,以健脾、清热、祛风、除湿为主要治则,在此基础上经过多年临床实践,形成了独具特色的治湿之法,创制了众多治湿效方。对于外治湿疹,赵老重视皮损辨证,强调辨津液的变化,以分阴阳、辨缓急为原则,以辨湿和热的比重为切入点,对皮损进行辨证分型,进而选用不同的药物和剂型,形成了独特的湿疹外治法。以上赵老独特的思想经验组成了学派思想的核心。张志礼教授全面继承了赵老的思想经验,对气血津液辨治体系进行了丰富,治疗湿疹气血水同治,将赵老的治湿经验发扬光大;同时中西合璧,结合现代研究方法和成果进行了发挥创新,创制了以石蓝草煎剂为代表的新方,进一步丰富了赵老原有的思想经验,至此形成了较为完整的学派学术体系。赵氏流派的后学者运用现代研究方法,进行了临床研究,验证了赵老经验方疗效的确切性,客观评价了其疗效性和安全性,为赵老经验方的推广使用提供了更多证据支持;秉承赵老的学术思想,临床中运用经验方灵活自如,不拘泥于表面,经过临床实践总结出:应该在完整继承赵老思想经验的基础上,加以灵活运用,才能充分发挥赵老经验方的疗效,体现出中医特色;并在原有经验的基础上进行了一些创新,丰富了赵老治疗湿疹的已有经验。质性研究共获赵炳南治疗湿疹的病因病机、辨治思想、传承要点相关类属3个,概念10个。湿疹的病因病机理论包括“风湿热邪贯穿始终”“湿邪为核心”;辨治思想包括“气血津液辨证为核心”“辨湿热比重分阴阳”“强调中焦脾胃运化”“除湿为核心,治风、清热为要领”;传承要点包括“全面学习,深入体会”“整体辨证结合局部辨证”“结合现代医学”“坚持中医思维,三因制宜”。结论:通过文献研究梳理、总结形成赵炳南名老中医治疗湿疹学术思想和临床经验的传承发展情况,形成了赵炳南——张志礼——赵氏流派后学者的传承脉络。归纳赵老的核心思想:治疗湿疹围绕“湿”,以气血津液辨治体系为核心。赵老弟子张志礼教授在全面继承的基础上中西合璧,结合现代研究方法和成果将其发扬光大,进一步丰富了原有的思想经验,形成了较为完整的学派学术体系。赵氏流派的后学者秉承赵老的学术思想,临床中注重经验的灵活运用,并结合现代研究进行了验证和创新。通过质性研究进一步探究得出:应该全面深入地学习体会赵老的思想经验;坚持传统中医辨证论治思想,发挥中医特色;将中医与现代医学相结合,继续推进中医药的现代化研究,以期将赵老的学术思想体系发扬光大。半结构式访谈法可用于名老中医学术思想和临床经验传承的研究。"""
系统性红斑性狼疮,中医疾病,发烧、疼痛,临床表现,有症状,2024657,"""赵炳南治疗系统性红斑性狼疮经验拾零 <正> 已故名老中医赵炳南,对治疗系统性红斑性狼疮有丰富经验。他认为该病是因先天禀赋不足,肾精亏乏,或七情内伤,劳累过度,或房事不节,或外受毒热之邪,均可致阴阳失调,"""
系统性红斑性狼疮,中医疾病,"""先天禀赋不足,肾精亏乏""",中医证型,由 导致,2024657,"""赵炳南治疗系统性红斑性狼疮经验拾零 <正> 已故名老中医赵炳南,对治疗系统性红斑性狼疮有丰富经验。他认为该病是因先天禀赋不足,肾精亏乏,或七情内伤,劳累过度,或房事不节,或外受毒热之邪,均可致阴阳失调,"""
系统性红斑性狼疮,中医疾病,"""七情内伤,劳累过度""",中医证型,由 导致,2024657,"""赵炳南治疗系统性红斑性狼疮经验拾零 <正> 已故名老中医赵炳南,对治疗系统性红斑性狼疮有丰富经验。他认为该病是因先天禀赋不足,肾精亏乏,或七情内伤,劳累过度,或房事不节,或外受毒热之邪,均可致阴阳失调,"""
系统性红斑性狼疮,中医疾病,房事不节,中医证型,由 导致,2024657,"""赵炳南治疗系统性红斑性狼疮经验拾零 <正> 已故名老中医赵炳南,对治疗系统性红斑性狼疮有丰富经验。他认为该病是因先天禀赋不足,肾精亏乏,或七情内伤,劳累过度,或房事不节,或外受毒热之邪,均可致阴阳失调,"""
系统性红斑性狼疮,中医疾病,外受毒热之邪,中医证型,由 导致,2024657,"""赵炳南治疗系统性红斑性狼疮经验拾零 <正> 已故名老中医赵炳南,对治疗系统性红斑性狼疮有丰富经验。他认为该病是因先天禀赋不足,肾精亏乏,或七情内伤,劳累过度,或房事不节,或外受毒热之邪,均可致阴阳失调,"""
系统性红斑性狼疮,中医疾病,先虚后实,治法,治疗原则,2024657,"""赵炳南治疗系统性红斑性狼疮经验拾零 <正> 已故名老中医赵炳南,对治疗系统性红斑性狼疮有丰富经验。他认为该病是因先天禀赋不足,肾精亏乏,或七情内伤,劳累过度,或房事不节,或外受毒热之邪,均可致阴阳失调,"""
赵炳南,名医,银屑病,中医疾病,治疗,2024659,"""赵炳南治疗银屑病经验介绍 <正>赵炳南老先生是近代著名的中医专家,以擅长中医皮肤科、外科而闻名,本人有幸在北京中医医院进修期间,跟随一些赵老的学术传人侍诊学习,通过研习赵老之学术思想及临床经验集,深感其博大精深。本文试对赵炳南教授治疗银屑病经验特点进行探讨。"""
石云,名医,赵炳南,名医,从师于,2024659,"""赵炳南治疗银屑病经验介绍 <正>赵炳南老先生是近代著名的中医专家,以擅长中医皮肤科、外科而闻名,本人有幸在北京中医医院进修期间,跟随一些赵老的学术传人侍诊学习,通过研习赵老之学术思想及临床经验集,深感其博大精深。本文试对赵炳南教授治疗银屑病经验特点进行探讨。"""
赵炳南,名医 ,《赵炳南临床经验集》,书籍,撰写,2024660,"""赵炳南中医皮肤科学术渊源及学术特点研究 名老中医的学术思想与经验是中医学的宝贵财富,继承、挖掘与传播名老中医的学术思想是加快中医事业发展与创新的重要途径。赵炳南教授(1899-1984)是我国著名中医皮外科专家,是现代中医皮肤科的奠基人和开拓者,为发展中医皮肤科事业做出了卓越贡献。但我们对其搏大精深的学术思想体系还缺乏深入系统的研究。这种状况在很大程度上限制了赵炳南皮肤科学术精髓的传承与推广。深入进行赵炳南中医皮肤科学术渊源、学术思想和经验特色的研究,对中医皮肤科的可持续发展具有重要意义。“中医皮肤科赵炳南学术流派及其传承研究”是2006年度北京市中医药科技发展基金项目“51510”重大项目。“中医皮肤科赵炳南学派学术渊源及学术思想研究”是此重大项目中的第一个子课题,由北京中医药大学中医临床基础系温病教研室负责完成。笔者所选课题为此子课题中的一部分,重点是对赵炳南中医皮肤科学术思想之渊源及特点进行深入研究总结。本研究论文旨在探寻赵炳南中医皮肤科学术思想渊源,研究总结赵炳南中医皮肤科学术思想特色。通过总结中医皮外科古籍文献和温病学名家著作的有关论述,明确中医皮肤科学理论发展的脉络及对赵氏思想的影响,明确赵炳南对中医皮肤病学发展和创新的贡献。通过分析研究《赵炳南临床经验集》、《简明中医皮肤病学》等著作及有关文献报道资料,深入总结赵老皮肤病辨治的基本理论和方法,并尽可能地条理化、系统化,便于指导临证或实际应用。本论文主要内容分为三大部分。第一部分是对赵炳南中医皮肤科的学术渊源进行研究。明以前是中医皮肤科理论与实践不断积累的时期,明清两代是中医皮外科学发展的鼎盛和争鸣时期,外科三大主要学术流派即产生于明清。明清时期中医皮外科学所取得的成就是赵炳南皮肤科学术思想的最重要的源泉。赵炳南不但继承了历代皮外科治疗上的精华,且有颇多创新,形成了自己皮外科治疗的独特风格。论文中对《赵炳南临床经验集》中所记载的31个主要皮肤病病种进行文献溯源,分析总结赵炳南论治不同皮肤病的特点与历代主要中医皮外科古籍文献和名家的关系,以期更好地明确赵炳南皮肤科学术思想之渊源,明确赵炳南对中医皮肤病学发展和创新的贡献。论文第二部分是对赵炳南中医皮肤科的学术思想进行研究总结,主要从五个方面论述了赵炳南的学术思想特点。一是坚持中医辨证论治特色,对皮肤病证候进行了规范。《赵炳南临床经验集》记载了11类共31种皮肤病的诊治方法,每一病种都有中医辨证。《简明中医皮肤病学》中介绍了中医基础理论及中医对皮肤病的辨证论治,在皮肤病各论中详细记载了对各种皮肤病的中医辨证分型及论治方法。二是始终以中医整体观指导对皮肤病的辨证治疗。赵炳南将中医整体观作为一种指导思想贯穿于皮肤病诊疗的全过程。他认为应从整体观出发研究皮肤病的发病规律,从整体角度分析皮肤科病证及其变化。三是强调阴阳辨证,擅长运用调和阴阳法治疗皮肤病。阴阳是八纲中的总纲,是辨证的基本大法,赵炳南在医学实践中重视运用阴阳辨证治疗临床疑难杂症。赵老指出调和阴阳法在皮肤科疾病中占有重要位置,并喜用鸡血藤、首乌藤、钩藤、天仙藤等藤类药物为调和阴阳基本方药加减运用于皮肤病临床。四是重视运用卫气营血辨证诊治皮肤病。赵炳南对温病学说有颇深研究,率先将温病学的成就用于皮肤科中。他深入研究卫气营血辨证理论,将之与皮肤病临床紧密结合。尤其是善于运用卫气营血辨证治疗丘斑疹类皮肤病及急性感染性皮肤病。他以卫气营血学说为指导,创制出有关皮肤病治疗的一系列经验方,临床应用,疗效显著。五是治疗皮肤病,常以治湿为根本,治热为关键。赵炳南在诸多皮肤病的致病因素中,对湿邪与热邪尤为重视。赵炳南把温病学说关于湿热病的思想灵活用于皮肤病治疗中。在长期反复临证实践的基础上,赵老形成了对于湿热性皮肤病辨证施治的看法。论文第三部分是对赵炳南中医皮肤科治法和方药特点进行研究。主要从以下五个方面进行了论述。一是赵老在中医皮外科临床领域潜心研究,博览群书又学古不泥,在长期和大量的医疗实践中,对中医皮、外科的理论提出了一些创新的见解,在理法方药等各个方面,均颇有创新。二是在长期临床实践中,赵老通过大量病例,总结出了许多疗效显著的经验方,有些已形成系列。其立法周全详察,组方科学严谨,对后学者极具指导意义。三是对赵炳南部分常用效验方之特点进行分析,主要包括全虫方、秦艽丸、多皮饮、五皮五藤饮、祛湿健发汤等。四是对赵老临床药物运用特点进行分析。通过分析其应用清热解毒药、祛风药、对药、组药、引药的特点,以总结其用药经验,为中医皮肤科的临床用药提供资料。五是分析总结赵老治疗皮肤病时运用外治法、外用药的特点。赵老对中医外用药的配制和使用尤有独到之处,他汲取百家之长,不断研究创新,形成了系统的外治法、外用药方案,还逐渐形成了自己的特色外治疗法。"""
赵炳南,名医 ,《简明中医皮肤病学》,书籍,撰写,2024660,"""赵炳南中医皮肤科学术渊源及学术特点研究 名老中医的学术思想与经验是中医学的宝贵财富,继承、挖掘与传播名老中医的学术思想是加快中医事业发展与创新的重要途径。赵炳南教授(1899-1984)是我国著名中医皮外科专家,是现代中医皮肤科的奠基人和开拓者,为发展中医皮肤科事业做出了卓越贡献。但我们对其搏大精深的学术思想体系还缺乏深入系统的研究。这种状况在很大程度上限制了赵炳南皮肤科学术精髓的传承与推广。深入进行赵炳南中医皮肤科学术渊源、学术思想和经验特色的研究,对中医皮肤科的可持续发展具有重要意义。“中医皮肤科赵炳南学术流派及其传承研究”是2006年度北京市中医药科技发展基金项目“51510”重大项目。“中医皮肤科赵炳南学派学术渊源及学术思想研究”是此重大项目中的第一个子课题,由北京中医药大学中医临床基础系温病教研室负责完成。笔者所选课题为此子课题中的一部分,重点是对赵炳南中医皮肤科学术思想之渊源及特点进行深入研究总结。本研究论文旨在探寻赵炳南中医皮肤科学术思想渊源,研究总结赵炳南中医皮肤科学术思想特色。通过总结中医皮外科古籍文献和温病学名家著作的有关论述,明确中医皮肤科学理论发展的脉络及对赵氏思想的影响,明确赵炳南对中医皮肤病学发展和创新的贡献。通过分析研究《赵炳南临床经验集》、《简明中医皮肤病学》等著作及有关文献报道资料,深入总结赵老皮肤病辨治的基本理论和方法,并尽可能地条理化、系统化,便于指导临证或实际应用。本论文主要内容分为三大部分。第一部分是对赵炳南中医皮肤科的学术渊源进行研究。明以前是中医皮肤科理论与实践不断积累的时期,明清两代是中医皮外科学发展的鼎盛和争鸣时期,外科三大主要学术流派即产生于明清。明清时期中医皮外科学所取得的成就是赵炳南皮肤科学术思想的最重要的源泉。赵炳南不但继承了历代皮外科治疗上的精华,且有颇多创新,形成了自己皮外科治疗的独特风格。论文中对《赵炳南临床经验集》中所记载的31个主要皮肤病病种进行文献溯源,分析总结赵炳南论治不同皮肤病的特点与历代主要中医皮外科古籍文献和名家的关系,以期更好地明确赵炳南皮肤科学术思想之渊源,明确赵炳南对中医皮肤病学发展和创新的贡献。论文第二部分是对赵炳南中医皮肤科的学术思想进行研究总结,主要从五个方面论述了赵炳南的学术思想特点。一是坚持中医辨证论治特色,对皮肤病证候进行了规范。《赵炳南临床经验集》记载了11类共31种皮肤病的诊治方法,每一病种都有中医辨证。《简明中医皮肤病学》中介绍了中医基础理论及中医对皮肤病的辨证论治,在皮肤病各论中详细记载了对各种皮肤病的中医辨证分型及论治方法。二是始终以中医整体观指导对皮肤病的辨证治疗。赵炳南将中医整体观作为一种指导思想贯穿于皮肤病诊疗的全过程。他认为应从整体观出发研究皮肤病的发病规律,从整体角度分析皮肤科病证及其变化。三是强调阴阳辨证,擅长运用调和阴阳法治疗皮肤病。阴阳是八纲中的总纲,是辨证的基本大法,赵炳南在医学实践中重视运用阴阳辨证治疗临床疑难杂症。赵老指出调和阴阳法在皮肤科疾病中占有重要位置,并喜用鸡血藤、首乌藤、钩藤、天仙藤等藤类药物为调和阴阳基本方药加减运用于皮肤病临床。四是重视运用卫气营血辨证诊治皮肤病。赵炳南对温病学说有颇深研究,率先将温病学的成就用于皮肤科中。他深入研究卫气营血辨证理论,将之与皮肤病临床紧密结合。尤其是善于运用卫气营血辨证治疗丘斑疹类皮肤病及急性感染性皮肤病。他以卫气营血学说为指导,创制出有关皮肤病治疗的一系列经验方,临床应用,疗效显著。五是治疗皮肤病,常以治湿为根本,治热为关键。赵炳南在诸多皮肤病的致病因素中,对湿邪与热邪尤为重视。赵炳南把温病学说关于湿热病的思想灵活用于皮肤病治疗中。在长期反复临证实践的基础上,赵老形成了对于湿热性皮肤病辨证施治的看法。论文第三部分是对赵炳南中医皮肤科治法和方药特点进行研究。主要从以下五个方面进行了论述。一是赵老在中医皮外科临床领域潜心研究,博览群书又学古不泥,在长期和大量的医疗实践中,对中医皮、外科的理论提出了一些创新的见解,在理法方药等各个方面,均颇有创新。二是在长期临床实践中,赵老通过大量病例,总结出了许多疗效显著的经验方,有些已形成系列。其立法周全详察,组方科学严谨,对后学者极具指导意义。三是对赵炳南部分常用效验方之特点进行分析,主要包括全虫方、秦艽丸、多皮饮、五皮五藤饮、祛湿健发汤等。四是对赵老临床药物运用特点进行分析。通过分析其应用清热解毒药、祛风药、对药、组药、引药的特点,以总结其用药经验,为中医皮肤科的临床用药提供资料。五是分析总结赵老治疗皮肤病时运用外治法、外用药的特点。赵老对中医外用药的配制和使用尤有独到之处,他汲取百家之长,不断研究创新,形成了系统的外治法、外用药方案,还逐渐形成了自己的特色外治疗法。"""
赵炳南,名医 ,调和阴阳法,治法,使用,2024660,"""赵炳南中医皮肤科学术渊源及学术特点研究 名老中医的学术思想与经验是中医学的宝贵财富,继承、挖掘与传播名老中医的学术思想是加快中医事业发展与创新的重要途径。赵炳南教授(1899-1984)是我国著名中医皮外科专家,是现代中医皮肤科的奠基人和开拓者,为发展中医皮肤科事业做出了卓越贡献。但我们对其搏大精深的学术思想体系还缺乏深入系统的研究。这种状况在很大程度上限制了赵炳南皮肤科学术精髓的传承与推广。深入进行赵炳南中医皮肤科学术渊源、学术思想和经验特色的研究,对中医皮肤科的可持续发展具有重要意义。“中医皮肤科赵炳南学术流派及其传承研究”是2006年度北京市中医药科技发展基金项目“51510”重大项目。“中医皮肤科赵炳南学派学术渊源及学术思想研究”是此重大项目中的第一个子课题,由北京中医药大学中医临床基础系温病教研室负责完成。笔者所选课题为此子课题中的一部分,重点是对赵炳南中医皮肤科学术思想之渊源及特点进行深入研究总结。本研究论文旨在探寻赵炳南中医皮肤科学术思想渊源,研究总结赵炳南中医皮肤科学术思想特色。通过总结中医皮外科古籍文献和温病学名家著作的有关论述,明确中医皮肤科学理论发展的脉络及对赵氏思想的影响,明确赵炳南对中医皮肤病学发展和创新的贡献。通过分析研究《赵炳南临床经验集》、《简明中医皮肤病学》等著作及有关文献报道资料,深入总结赵老皮肤病辨治的基本理论和方法,并尽可能地条理化、系统化,便于指导临证或实际应用。本论文主要内容分为三大部分。第一部分是对赵炳南中医皮肤科的学术渊源进行研究。明以前是中医皮肤科理论与实践不断积累的时期,明清两代是中医皮外科学发展的鼎盛和争鸣时期,外科三大主要学术流派即产生于明清。明清时期中医皮外科学所取得的成就是赵炳南皮肤科学术思想的最重要的源泉。赵炳南不但继承了历代皮外科治疗上的精华,且有颇多创新,形成了自己皮外科治疗的独特风格。论文中对《赵炳南临床经验集》中所记载的31个主要皮肤病病种进行文献溯源,分析总结赵炳南论治不同皮肤病的特点与历代主要中医皮外科古籍文献和名家的关系,以期更好地明确赵炳南皮肤科学术思想之渊源,明确赵炳南对中医皮肤病学发展和创新的贡献。论文第二部分是对赵炳南中医皮肤科的学术思想进行研究总结,主要从五个方面论述了赵炳南的学术思想特点。一是坚持中医辨证论治特色,对皮肤病证候进行了规范。《赵炳南临床经验集》记载了11类共31种皮肤病的诊治方法,每一病种都有中医辨证。《简明中医皮肤病学》中介绍了中医基础理论及中医对皮肤病的辨证论治,在皮肤病各论中详细记载了对各种皮肤病的中医辨证分型及论治方法。二是始终以中医整体观指导对皮肤病的辨证治疗。赵炳南将中医整体观作为一种指导思想贯穿于皮肤病诊疗的全过程。他认为应从整体观出发研究皮肤病的发病规律,从整体角度分析皮肤科病证及其变化。三是强调阴阳辨证,擅长运用调和阴阳法治疗皮肤病。阴阳是八纲中的总纲,是辨证的基本大法,赵炳南在医学实践中重视运用阴阳辨证治疗临床疑难杂症。赵老指出调和阴阳法在皮肤科疾病中占有重要位置,并喜用鸡血藤、首乌藤、钩藤、天仙藤等藤类药物为调和阴阳基本方药加减运用于皮肤病临床。四是重视运用卫气营血辨证诊治皮肤病。赵炳南对温病学说有颇深研究,率先将温病学的成就用于皮肤科中。他深入研究卫气营血辨证理论,将之与皮肤病临床紧密结合。尤其是善于运用卫气营血辨证治疗丘斑疹类皮肤病及急性感染性皮肤病。他以卫气营血学说为指导,创制出有关皮肤病治疗的一系列经验方,临床应用,疗效显著。五是治疗皮肤病,常以治湿为根本,治热为关键。赵炳南在诸多皮肤病的致病因素中,对湿邪与热邪尤为重视。赵炳南把温病学说关于湿热病的思想灵活用于皮肤病治疗中。在长期反复临证实践的基础上,赵老形成了对于湿热性皮肤病辨证施治的看法。论文第三部分是对赵炳南中医皮肤科治法和方药特点进行研究。主要从以下五个方面进行了论述。一是赵老在中医皮外科临床领域潜心研究,博览群书又学古不泥,在长期和大量的医疗实践中,对中医皮、外科的理论提出了一些创新的见解,在理法方药等各个方面,均颇有创新。二是在长期临床实践中,赵老通过大量病例,总结出了许多疗效显著的经验方,有些已形成系列。其立法周全详察,组方科学严谨,对后学者极具指导意义。三是对赵炳南部分常用效验方之特点进行分析,主要包括全虫方、秦艽丸、多皮饮、五皮五藤饮、祛湿健发汤等。四是对赵老临床药物运用特点进行分析。通过分析其应用清热解毒药、祛风药、对药、组药、引药的特点,以总结其用药经验,为中医皮肤科的临床用药提供资料。五是分析总结赵老治疗皮肤病时运用外治法、外用药的特点。赵老对中医外用药的配制和使用尤有独到之处,他汲取百家之长,不断研究创新,形成了系统的外治法、外用药方案,还逐渐形成了自己的特色外治疗法。"""
赵炳南,名医,全虫方,方剂,使用,2024660,"""赵炳南中医皮肤科学术渊源及学术特点研究 名老中医的学术思想与经验是中医学的宝贵财富,继承、挖掘与传播名老中医的学术思想是加快中医事业发展与创新的重要途径。赵炳南教授(1899-1984)是我国著名中医皮外科专家,是现代中医皮肤科的奠基人和开拓者,为发展中医皮肤科事业做出了卓越贡献。但我们对其搏大精深的学术思想体系还缺乏深入系统的研究。这种状况在很大程度上限制了赵炳南皮肤科学术精髓的传承与推广。深入进行赵炳南中医皮肤科学术渊源、学术思想和经验特色的研究,对中医皮肤科的可持续发展具有重要意义。“中医皮肤科赵炳南学术流派及其传承研究”是2006年度北京市中医药科技发展基金项目“51510”重大项目。“中医皮肤科赵炳南学派学术渊源及学术思想研究”是此重大项目中的第一个子课题,由北京中医药大学中医临床基础系温病教研室负责完成。笔者所选课题为此子课题中的一部分,重点是对赵炳南中医皮肤科学术思想之渊源及特点进行深入研究总结。本研究论文旨在探寻赵炳南中医皮肤科学术思想渊源,研究总结赵炳南中医皮肤科学术思想特色。通过总结中医皮外科古籍文献和温病学名家著作的有关论述,明确中医皮肤科学理论发展的脉络及对赵氏思想的影响,明确赵炳南对中医皮肤病学发展和创新的贡献。通过分析研究《赵炳南临床经验集》、《简明中医皮肤病学》等著作及有关文献报道资料,深入总结赵老皮肤病辨治的基本理论和方法,并尽可能地条理化、系统化,便于指导临证或实际应用。本论文主要内容分为三大部分。第一部分是对赵炳南中医皮肤科的学术渊源进行研究。明以前是中医皮肤科理论与实践不断积累的时期,明清两代是中医皮外科学发展的鼎盛和争鸣时期,外科三大主要学术流派即产生于明清。明清时期中医皮外科学所取得的成就是赵炳南皮肤科学术思想的最重要的源泉。赵炳南不但继承了历代皮外科治疗上的精华,且有颇多创新,形成了自己皮外科治疗的独特风格。论文中对《赵炳南临床经验集》中所记载的31个主要皮肤病病种进行文献溯源,分析总结赵炳南论治不同皮肤病的特点与历代主要中医皮外科古籍文献和名家的关系,以期更好地明确赵炳南皮肤科学术思想之渊源,明确赵炳南对中医皮肤病学发展和创新的贡献。论文第二部分是对赵炳南中医皮肤科的学术思想进行研究总结,主要从五个方面论述了赵炳南的学术思想特点。一是坚持中医辨证论治特色,对皮肤病证候进行了规范。《赵炳南临床经验集》记载了11类共31种皮肤病的诊治方法,每一病种都有中医辨证。《简明中医皮肤病学》中介绍了中医基础理论及中医对皮肤病的辨证论治,在皮肤病各论中详细记载了对各种皮肤病的中医辨证分型及论治方法。二是始终以中医整体观指导对皮肤病的辨证治疗。赵炳南将中医整体观作为一种指导思想贯穿于皮肤病诊疗的全过程。他认为应从整体观出发研究皮肤病的发病规律,从整体角度分析皮肤科病证及其变化。三是强调阴阳辨证,擅长运用调和阴阳法治疗皮肤病。阴阳是八纲中的总纲,是辨证的基本大法,赵炳南在医学实践中重视运用阴阳辨证治疗临床疑难杂症。赵老指出调和阴阳法在皮肤科疾病中占有重要位置,并喜用鸡血藤、首乌藤、钩藤、天仙藤等藤类药物为调和阴阳基本方药加减运用于皮肤病临床。四是重视运用卫气营血辨证诊治皮肤病。赵炳南对温病学说有颇深研究,率先将温病学的成就用于皮肤科中。他深入研究卫气营血辨证理论,将之与皮肤病临床紧密结合。尤其是善于运用卫气营血辨证治疗丘斑疹类皮肤病及急性感染性皮肤病。他以卫气营血学说为指导,创制出有关皮肤病治疗的一系列经验方,临床应用,疗效显著。五是治疗皮肤病,常以治湿为根本,治热为关键。赵炳南在诸多皮肤病的致病因素中,对湿邪与热邪尤为重视。赵炳南把温病学说关于湿热病的思想灵活用于皮肤病治疗中。在长期反复临证实践的基础上,赵老形成了对于湿热性皮肤病辨证施治的看法。论文第三部分是对赵炳南中医皮肤科治法和方药特点进行研究。主要从以下五个方面进行了论述。一是赵老在中医皮外科临床领域潜心研究,博览群书又学古不泥,在长期和大量的医疗实践中,对中医皮、外科的理论提出了一些创新的见解,在理法方药等各个方面,均颇有创新。二是在长期临床实践中,赵老通过大量病例,总结出了许多疗效显著的经验方,有些已形成系列。其立法周全详察,组方科学严谨,对后学者极具指导意义。三是对赵炳南部分常用效验方之特点进行分析,主要包括全虫方、秦艽丸、多皮饮、五皮五藤饮、祛湿健发汤等。四是对赵老临床药物运用特点进行分析。通过分析其应用清热解毒药、祛风药、对药、组药、引药的特点,以总结其用药经验,为中医皮肤科的临床用药提供资料。五是分析总结赵老治疗皮肤病时运用外治法、外用药的特点。赵老对中医外用药的配制和使用尤有独到之处,他汲取百家之长,不断研究创新,形成了系统的外治法、外用药方案,还逐渐形成了自己的特色外治疗法。"""
