ID,名医,资料来源,西医病名,中医病名,证候,临床表现,治法,方名,组成,主治,加减,用法用量,论治经验,方解,备注
336,张作舟,"郝淑珍,宋坪.张作舟教授从毒论治皮肤病初探[J].社区中医药,2007,23(9):150.",银屑病,,,"张老认为, 银屑病初起常有发热$恶寒$头痛$咽痛等症状, 此为感受风$寒$湿$热邪气所致。病邪客于腠理, 蕴积不散, 郁而化热成毒, 阻塞经络, 脉道不利, 导致毒热与血瘀互结, 肌肤气血运行不畅, 而成干燥甲错之红斑$丘疹, 皮屑叠起。日久营血亏耗$生风生燥, 使经络阻隔$气血凝滞之证更甚。",清热解毒$活血化瘀,解毒活血汤,蒲公英$白花蛇舌草$白英$蛇莓$三棱$莪术$半枝莲$龙葵$生甘草等,,,,,"全方以大量清热解毒药为主, 配合活血化瘀药, 共奏解毒活血消斑之效。",
337,张作舟,"郝淑珍,宋坪.张作舟教授从毒论治皮肤病初探[J].社区中医药,2007,23(9):151.",痤疮,,,"张老强调, 痤疮为湿热蕴毒所致。青年人血气方刚, 体质阳热, 加之嗜食辛辣, 肥甘油腻,湿热内生, 上壅肌腠, 蕴而成毒, 发为粉刺$丘疹$脓疱。毒热燔灼气血, 可见红斑$面热等血分蕴热之象;湿毒郁于经络,见皮疹暗红,月经不调;湿热阻于中焦,运化失常,痰热内生,则见油脂分泌旺盛, 面色萎黄, 囊肿结节等症。",清热解毒除湿,痤疮方,蒲公英$金银花$野菊花$白花蛇舌草$苦参$黄芩$甘草。,,,,"张老多从热$毒$湿三方论治, 以清热解毒除湿为法。清热解毒多用银花$野菊花, 清热除湿多用苦参$黄芩。选方用药上, 张老以《医宗金鉴》之五味消毒饮为基础方, 加入清热除湿药物","方清热解毒除湿, 方简而力专。",
338,张作舟,"郝淑珍,宋坪.张作舟教授从毒论治皮肤病初探[J].社区中医药,2007,23(9):152.",带状疱疹,,湿热毒邪阻遏经络,,解毒除湿$活血止痛,龙胆泻肝汤合金铃子散化裁,龙胆草$柴胡$茵陈$黄芩$泽泻$元胡$川楝子$鸡血藤$甘草等,,,,"张老将本病的发生责之于肝。他认为, 带状疱疹发病前多有焦虑$劳累$气恼等因素,五志化火, 郁于肝经, 蕴而成毒。木旺克土, 生湿生热, 毒热与湿热相合, 发于肌肤, 而成红斑$水疱;毒邪阻遏气机, 灼伤气阴, 加之攻伐太过, 伤及正气, 气血津液不得输布, 肌肤经脉失于濡养, 则麻木疼痛, 且日久不愈。",,
339,张作舟,"李冬梅.张作舟教授运用扶正祛邪法治疗白癜风[J].光明中医,2012.04,27(4):814-815.",白癜风,,,,,白癫合剂,党参$黄芪$当归$川芎$熟地黄$赤白芍$防风$秦艽$何首乌$菟丝子$桃仁$枸杞子$补骨脂,,加减：临床上张老强调整体观念，辨证论治，根椐病人表现加减用药，如体质偏寒加桂枝$细辛，偏热者加白花蛇舌草$黄芩$虎杖$野菊花，失眠者加炒酸枣仁$远志$茯神，肝郁甚加香附$郁金$柴胡，另外加一些光敏感药如白芷$虎杖$益母草$地龙$山楂$乌蛇$桑寄生，激活酪氨酸酶，促进黑色素沉着，加快白癜风治疗进程。,,,方解：方中党参$黄芪补益气血;四物汤养血补血;何首乌$菟丝子$枸杞子$补骨脂补益肝肾;赤芍$防风$秦艽$桃仁祛风除湿，活血化瘀,
340,张作舟,"李冬梅.张作舟教授运用扶正祛邪法治疗白癜风[J].光明中医,2012.04,27(4):814-816.",白癜风,,,,,白癫酊,补骨脂$菟丝子$当归,,,,,,
341,张作舟,"冯立新.张作舟教授治疗黄褐斑用药经验[J].中国临床医生,2001,29(11):50.",黄褐斑,,气滞血瘀,"面部散在色素沉着斑块,胁痛,胸闷,口苦,易生气,舌质暗,苔白,脉弦细。",疏肝理气$活血去瘀,,柴胡10g $当归10g $川芎10g $郁金10g $香附10g $丹参15g $白僵蚕10g $茯苓10g $炙甘草10g $荷叶10g $凌霄花10g ,,"临床可根据伴随症状加减药物:脾虚便溏加白术$陈皮$诃子肉;月经量少$腹痛加泽兰$益母草$仙茅;经量多加仙鹤草;腰酸加仙灵脾$巴戟天。山萸肉及菟丝子调补冲任, 用于冲任虚损, 肝肾不足之证。藿香$佩兰祛暑利湿, 更有开启玄府, 通调血脉之功。",,,,
342,张作舟,"冯立新.张作舟教授治疗黄褐斑用药经验[J].中国临床医生,2001,29(11):51.",黄褐斑,,肝肾亏虚,"颜面色素沉着斑, 面如蒙尘, 腰酸,月经延后, 经量少, 睡眠多梦, 神疲倦怠, 舌淡, 脉弦。",滋补肝肾$ 祛斑美容,,熟地20g $当归10g $何首乌15g $女贞子15g $白芍10g $僵蚕10g $枸杞子10g $潼蒺藜15g $泽兰叶10g $凌霄花10g $郁金10g $香附10g $炙甘草10g,,"临床可根据伴随症状加减药物:脾虚便溏加白术$陈皮$诃子肉;月经量少$腹痛加泽兰$益母草$仙茅;经量多加仙鹤草;腰酸加仙灵脾$巴戟天。山萸肉及菟丝子调补冲任, 用于冲任虚损, 肝肾不足之证。藿香$佩兰祛暑利湿, 更有开启玄府, 通调血脉之功。",,,,
343,张作舟,"刘俐丽. 张作舟教授治疗异位性皮炎的经验[J]. 中国乡村医师,1988,01:34.",异位性皮炎,,湿热蕴蒸型 ,主证：皮损鲜红，密集红斑粟疹，湿烂浸渍，脂水频泛，浸淫四窜，或结黄痂，小儿以头面部明显，瘙痒难忍，便秘，溲赤。舌质红，苔黄或黄腻，脉滑或滑数$弦数。,,野菊花方或消风导赤散化裁,野菊花10g，双花10g，黄芩6g，车前子10g，竹叶6g，灯芯草3g，桔梗6g，生甘草6g,,加减：热偏重加赤芍$苦参；湿偏重加茵陈；痒甚加白蒺藜$苍耳子。外用：渗出多者用复方黄柏散香油调涂，或马齿苋15g，黄柏15g，生地榆30g，水煎湿敷。,小儿用,,,
344,张作舟,"刘俐丽. 张作舟教授治疗异位性皮炎的经验[J]. 中国乡村医师,1988,01:35.",异位性皮炎,,湿热蕴蒸型 ,主证：皮损鲜红，密集红斑粟疹，湿烂浸渍，脂水频泛，浸淫四窜，或结黄痂，小儿以头面部明显，瘙痒难忍，便秘，溲赤。舌质红，苔黄或黄腻，脉滑或滑数$弦数。,,龙胆泻肝汤加减,生地30g，丹皮10g，黄芩10g，茯苓10g，泽泻10g，车前子15g（包），地肤子15g，白鲜皮10g，甘草10g。,,加减：热偏重加赤芍$苦参；湿偏重加茵陈；痒甚加白蒺藜$苍耳子。外用：渗出多者用复方黄柏散香油调涂，或马齿苋15g，黄柏15g，生地榆31g，水煎湿敷。,青少年及成人用,,,
345,张作舟,"刘俐丽. 张作舟教授治疗异位性皮炎的经验[J]. 中国乡村医师,1988,01:36.",异位性皮炎,,脾虚湿恋型,主证：皮损轻度浸润$肥厚，局限之淡红斑丘疹，抓之有少量津出，面色萎黄或苍白，食欲不振，大便溏或不调。舌淡或质胖有齿痕，苔薄白或腻，脉滑或沉细。,,四君子汤或保元汤加减,党参15g 黄芪15g 炒白术10g 甘草10g 茯苓g 泽泻10g 车前子15g（包） 白鲜皮15g 地肤子10g 白僵蚕10g 秦艽10g。外用止痒润肤霜。,,,,,,
346,张作舟,"刘俐丽. 张作舟教授治疗异位性皮炎的经验[J]. 中国乡村医师,1988,01:37.",异位性皮炎,,脾虚阴伤型,主证：皮损局限或范发，可见淡红或灰褐色斑丘疹，浸润肥厚，干燥脱屑，全省皮肤干燥，瘙痒难眠，抓恒累累，纳少，便秘。舌红或有裂纹，苔薄黄或净，脉沉细。,,地黄饮子加减,党参10g，黄芪10g 干生地30g 首乌10g 白芍10g 玄参10g  丹参15g 秦艽10g 白蒺藜10g 白鲜皮10g 车前子15g 泽泻10g 甘草10g,,加减：偏阴虚口干加麦冬$南北沙参；血虚有热加丹皮$槐花；脾虚便溏加山药$茯苓$扁豆；痒甚加白蒺藜$乌蛇$地肤子$威灵仙。,,,,
347,张作舟,"张大萍. 张作舟老中医治疗慢性荨麻疹经验介绍[J]. 新中医,2013,07:200-201.",慢性荨麻疹,,表虚不固$风邪乘虚而入$营卫失和,疹块小，颜色淡，时起时伏，于发汗后，或遇风寒而发，反复不愈，瘙痒剧烈，还常伴有恶风$多汗等症状。患者面色白，气短乏力，舌质淡$苔白，脉沉, 固卫和营$佐以酸敛,玉屏风散,党参，桂枝$白芍$乌梅$五味子$白鲜皮$秦艽$白芥子$,,若患者兼有热象，则去白芥子，加青蒿；汗多者，加生牡蛎；剧痒者，加蒺藜$白鲜皮。,,,党参扶正以治本；桂枝$白芍，调和营卫；乌梅$五味子，酸涩而收敛气阴；白鲜皮$秦艽，驱逐客表之风邪；白芥子，透达卫阳；甘草调和诸药。,
348,张作舟,"张大萍. 张作舟老中医治疗慢性荨麻疹经验介绍[J]. 新中医,2013,07:200-202.",慢性荨麻疹,,血虚气弱$脏腑失养$风从内生$郁于皮毛腠理,此类患者，疹块多为淡红色，或色如皮肤，形如云片，痒不甚，多夜起昼伏，或于劳累后加重，经年不愈。伴面白唇淡，头晕健忘，失眠多梦，舌质淡$苔薄，脉沉细,养血熄风$内外同治 ,养血熄风汤,当归，黄芪，何首乌，白芍，五味子，乌梢蛇$全蝎，白鲜皮$羌活,,疹块顽固不退者加蜈蚣3g；疹块色暗淡，伴唇紫舌暗者，加桃仁$红花$桂枝以活血通络；若妇女每于经期发疹，为血虚冲任失调，可加益母草以养血调经。方中五味子酸柔，有收敛气阴而不恋邪之功，故气阴虚者多用之。,,,当归补血汤益气养血，重用黄芪，使气旺血生；用何首乌，养阴血以助熄风；白芍$五味子，酸柔敛阴而熄风；乌梢蛇$全蝎，搜风止痒治内风；白鲜皮$羌活，疏风祛邪治外风。,
349,张作舟,"张大萍. 张作舟老中医治疗慢性荨麻疹经验介绍[J]. 新中医,2013,07:200-203.",慢性荨麻疹,,阴虚内热,此类患者多表现为：疹块色红赤，自觉灼热而痒，午后或夜间加重，晨起消退。多伴有心烦易怒，口干目涩，手足心热，舌质红$苔少，脉细数,滋阴清热$潜阳熄风 ,养阴宁荨汤,生地黄$白芍$女贞子$黄芪$五味子$地骨皮$牡丹皮$生牡蛎$珍珠母$白鲜皮$秦艽,,虚热重者加黄芩$青蒿；痒重者加蝉蜕,,张作舟老中医认为，风药多燥，阴虚者不宜使用，极力推崇祁坤“宜凉风润燥，慎用风药”的主张。若见虚阳外扰之证，多用滋阴潜阳之法，屡奏良效。,方中生地黄$白芍$女贞子养阴清热；黄芪益气生阴；五味子酸柔敛阴；地骨皮$牡丹皮清虚热；生牡蛎$珍珠母潜阳熄风；白鲜皮$秦艽祛风止痒。,
350,张作舟,"张大萍. 张作舟老中医治疗慢性荨麻疹经验介绍[J]. 新中医,2013,07:200-204.",慢性荨麻疹,,胃肠湿热内蕴$化热动风$湿热与风邪互结,此类患者往往疹块泛发全身，此起彼伏，色红而痒剧。常因食用腥发之物而诱发，或加重。伴脘腹胀闷或疼痛，便秘或腹泻，舌质红$苔黄，脉滑数,清热理脾$宣化湿浊,加味平胃散,苍术$厚朴$茯苓$茵陈$青蒿$黄芩$藿香$佩兰,,便秘者加焦槟榔；纳呆$苔黄厚者加焦三仙(焦神曲$焦山楂$焦麦芽)。随症加减。,,,方中苍术$厚朴$茯苓健脾燥湿；茵陈$青蒿$黄芩清热除湿；藿香$佩兰芳香化湿，使“湿不内恋，风无所依”；白鲜皮$蒺藜疏风止痒,
351,张作舟,"孙永新,宋坪. 张作舟治疗白癜风经验[J]. 中医杂志,2006,03:178+198.",白癜风,,肝肾阴虚$风湿侵袭$气滞血瘀$脾胃虚弱,,补益肝肾$祛风除湿$行气活血通络$健脾益气,消斑汤,当归$川芎$何首乌$菟丝子$补骨脂$羌活$独活$防风$白芷$女贞子$旱莲草$黄芪$甘草。,," 1)阴虚内热型: 多由于素体阴虚内热,虚阳外扰; 或因暴晒,毒热伤及阴血所致。皮损多白中透红,甚则明显潮红,边缘清楚,周围可见色素沉着。多伴有五心烦热,失眠多梦,口干目涩等症。舌质红,苔少,脉沉细。消斑汤加生地黄$熟地黄$北沙参$牡丹皮$地骨皮$远志$炒酸枣仁等。( 2)肝气郁结型: 多因郁怒惊恐所致,皮损多色白,周围色素沉着明显,常伴胸胁胀满,烦躁纳呆,舌淡红,苔薄黄,脉弦细。消斑汤加柴胡$郁金$香附等。( 3)气滞血瘀型: 多由于外伤诱发或无明显诱因,皮损色白无泽,多久治不愈。妇女常伴有月经不调,经血色暗有血块,或兼证不明显。舌质暗红或暗淡,苔白,脉弦或涩。消斑汤加桃仁$红花$鸡血藤$泽兰叶$益母草$丹参等。( 4)脾气虚弱型: 多由于劳累或忧思过度诱发,皮损多呈苍白色,边缘清楚,周围色素沉着不明显。常伴乏力气短$纳差,舌质淡,舌边有齿痕,苔白,脉滑。消斑汤重用黄芪,加党参$茯苓$厚朴等。白癜风四季均可发生,根据发病季节不同,可酌情选用不同药物。如白斑夏季出现,或夏季白斑加重者,可加入紫草$茜草等凉血活血药物; 白斑冬季出现,或冬季加重者,可加入桂枝$细辛等温经通络药物; 白斑春季发生,或春季加重者,可加用浮萍$沙苑子等药物。",,,"方中当归$何首乌柔肝养血; 补骨脂$菟丝子$女贞子$旱莲草益肾填精,以达乙癸同源$肝肾同治之效; 黄芪$甘草健脾益气,补后天之本以充气血生化之源; 川芎活血通络; 羌活$独活$防风$白芷补肝肾$祛风湿,全方共奏补肝肾$益脾胃$祛风湿$通经络之效。",
352,张作舟,"刘丽涛. 张作舟治疗白癜风经验介绍[J]. 辽宁中医杂志,2007,02:142.",白癜风,,,,,,"羌活10g, 独活10g, 防风10g, 白芷10g,桃仁10g, 红花10g, 骨碎补10g, 威灵仙10g, 川芎10g,补骨脂15g, 女贞子15g, 墨旱莲15g, 何首乌15g, 菟丝子15g, 鸡血藤15g。",,"痰多者加陈皮9g, 法半夏9g, 白芷10g, 厚朴10g; 气虚乏力者加黄芪15g, 党参15g; 瘀血明显者加丹参15g, 三棱6g, 茜草10g; 头晕耳鸣, 腰膝疼痛明显者, 可加杜仲20g, 桑寄生15g; 恶风者, 加桂枝10g, 白芍15g; 瘙痒者加白鲜皮15g, 刺蒺藜10g, 浮萍10g; 冬季加重者加细辛3g, 制附片6g",,,,
353,张作舟,"刘丽涛. 张作舟治疗白癜风经验介绍[J]. 辽宁中医杂志,2007,02:143.",白癜风,,,,,,"补骨脂30g, 菟丝子20g, 当归10g, 以75% 酒精150mL, 浸泡1周后取汁擦于色素脱失处。",,,,,,
354,张作舟,"刘丽涛. 张作舟治疗白癜风经验介绍[J]. 辽宁中医杂志,2007,02:144.",白癜风,,,,,,"丹参30g, 何首乌30g, 紫草10g, 以75% 酒精浸泡1周后取汁擦于色素脱失处",,,,,,
355,张作舟,"刘瓦利,方平. 张作舟治疗顽固性湿疹经验介绍[J]. 中级医刊,1995,01:47-49.",顽固性湿疹,,湿热证,"临床表现患者皮损轻者可见前额出现红1斑, 重者可分布于整个面部, 并发展至四肢$躯于。患者出现密集的红斑粟疹, 初起轻度肿胀, 继而脂水频流, 浸淫结痂, 薄厚不定, 甚者可见血性糜烂面。若湿热过盛蕴毒, 则见脓疱, 痒痛不止, 烦躁不宁, 遇热尤甚。患儿常因疹痒而摇头摩擦, 故见环形脱发。伴有澳赤便秘, 舌质红, 苔黄腻, 脉滑数或滑。",清热除湿解毒,自拟野菊花方加减,野菊花10g$金银花10g$黄芩6g$车前子20g ( 包煎)$竹叶6g$灯芯草3g$桔梗6g$生甘草6g$焦三仙30g。,,,,,,
356,张作舟,"刘瓦利,方平. 张作舟治疗顽固性湿疹经验介绍[J]. 中级医刊,1995,01:47-50.",顽固性湿疹,,脾虚证,"临床表现：患者皮损多为局限之红斑丘疹，轻度浸润$肥厚, 抓之有少量津脂, 可侵犯躯干, 入夜常因瘙痒而睡卧不安, 面色萎黄或苍白, 食欲不振或偏食, 大便搪泻或不爽, 舌质淡或胖$有齿痕, 苔薄白或微腻, 脉滑或沉细",健脾利湿$ 疏风止痒,四君子汤或保元汤加减,黄芪20g$党参15g$炒白术10g $茯苓10g$泽泻10g$车前子10g( 包煎)$白鲜皮15g$刺蒺藜15g$秦艽10g$甘草10g。,,,,,,
357,张作舟,"刘瓦利,方平. 张作舟治疗顽固性湿疹经验介绍[J]. 中级医刊,1995,01:47-51.",顽固性湿疹,,气阴两伤证,"临床表现患者多赢瘦, 周身皮肤千燥不泽,皮损局限或泛发, 干燥脱屑. 或见双手掌皮损浸润肥厚. 角化鞍裂, 瘙痒难眠, 抓痕累累, 纳少口干, 便秘, 舌质红或有裂纹, 苔薄黄或净, 脉沉细。",滋阴养血$ 健脾熄风,地黄饮子或滋燥养荣汤加减,干生地20g$何首乌15g$当归10g$党参15g$黄芪20g$白芍10g$丹参15g$秦艽10g$僵蚕10g$白鲜皮15g$车前子15g ( 包煎)$泽泻10g$甘草10g。,,,,,,
358,赵炳南,"李敏,张苍,蔡念宁.赵炳南：调和阴阳治慢性荨麻疹[N].中国中医药报,2012-05-23004.",慢性荨麻疹,,,,,,1.楮桃叶性味甘凉，水剂浸浴适用于老年人血虚，不能濡养，皮肤干燥，遇风则痒者，用楮桃叶0.5 千克，水5000 毫升，煮沸30 分钟后滤过备用，先以药液溻洗，以后加以浸浴，具有润肤止痒的作用。,,,,,,
359,赵炳南,"李敏,张苍,蔡念宁.赵炳南：调和阴阳治慢性荨麻疹[N].中国中医药报,2012-05-23004.",慢性荨麻疹,,,,,,2.玉树油辛凉芳香，富含挥发油，由桉叶油等组成，具有辟秽解毒$消肿止痛$安神止痒之功，外擦可以辛凉清解，宣散风热，适合风热侵袭$皮疹显著瘙痒者。本品有一定刺激性，皮损破溃处忌用。,,,,,,
360,赵炳南,"李敏,张苍,蔡念宁.赵炳南：调和阴阳治慢性荨麻疹[N].中国中医药报,2012-05-23004.",慢性荨麻疹,,,,,,3.龙葵30 克，龙胆草15 克，香附15 克。水煎，湿敷患处。主要适用于荨麻疹肝胆热盛者。热盛生风则起风团而痒，内服龙胆泻肝汤，外用则取龙葵清热解毒$活血消肿之功，及龙胆草清热燥湿泻火之能。正如古人所言：龙葵能治痘风疮，遍身风痒。香附煮汁熏浴，令汗出五七度，除瘾疹，止瘙痒。三味药合用，有清有散，共起泻火息风之功。,,,,,,
361,赵炳南,"李敏,张苍,蔡念宁.赵炳南：调和阴阳治慢性荨麻疹[N].中国中医药报,2012-05-23004.",慢性荨麻疹,,,,,,4.藁本120 克，川椒15 克，苦参60 克，石菖蒲30 克。水煎，外洗。主要用于风寒湿相合所引起的荨麻疹。藁本辛温祛风，川椒辛温杀虫止痒。苦参杀虫燥湿止痒，石菖蒲辛苦温，杀诸虫，治恶疮疥瘙。四味药物合用，辛能祛风，温能散寒，苦能燥湿，共达消疹之目的。,,,,,,
362,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04004.",皮肤病,,热毒病证,,,解毒清热汤,由蒲公英$野菊花$大叶青$地丁$蚤休$花粉$赤芍组成,主治疔$疖$痈$急性丹毒初期及一切体表感染初起。,,,,,
363,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04005.",皮肤病,,热毒病证,,,解毒清营汤,银花$连翘$蒲公英$生地$白茅根$生玳瑁$丹皮$赤芍$黄连$绿豆衣$茜草根$栀子,功能为清营解毒$凉血护心，主治疔$疖$痈肿毒热炽盛$气营两燔及一切化脓性感染所引起的毒血症早期。,,,,,
364,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04006.",皮肤病,,热毒病证,,,清热凉血汤,生地炭$双花炭$莲子心$白茅根$花粉$地丁$栀子$蚤休$甘草$黄连$生石膏,功能为清营$凉血$解毒，主治感染性疾病，毒热入于营血，相当于败血症阶段。,,,,,
365,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04007.",皮肤病,,热毒病证,,,解毒养阴汤,西洋参（另煎对服）$南北沙参$耳环石斛$玄参$佛手参$黄芪$生地$丹参$金银花$蒲公英$天麦冬$玉竹,功能为益气养阴$清热解毒；主治感染性疾病$毒热耗伤气阴，毒热未尽，相当于败血症后期。,,,,,
366,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04008.",皮肤病,,热毒病证,,,消痈汤 ,金银花$连翘$蒲公英$赤芍$花粉$白芷$川贝母$陈皮$蚤休$龙葵$鲜生地,,,,,,
367,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04009.",皮肤病,,湿毒病证,,,疏风除湿汤,芥穗$防风$蝉衣$薏仁米$枳壳$白术$黄柏$车前子$车前草$菊花,功能为散风消肿$清热除湿，主治血管神经性水肿$颜面部过敏性皮炎$颜面部风肿$过敏性阴囊水肿初期。,,,,,
368,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04010.",皮肤病,,湿毒病证,,,除湿解毒汤,白鲜皮$大豆黄卷$薏仁米$土茯苓$栀子$丹皮$金银花$连翘$地丁$木通$滑石块$甘草,功能为除湿利水$清热解毒，主治急性女阴溃疡$急性自家过敏性皮炎$急性接触性皮炎$下肢溃疡合并感染,,,,,
369,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04011.",皮肤病,,湿毒病证,,,健脾除湿汤,薏仁米$生扁豆$山药$芡实$枳壳$萆薢$黄柏$白术$茯苓$大豆黄卷,功能为健脾除湿利水，主治慢性湿疹渗出较多$慢性下肢溃疡$足癣渗液$下肢浮肿盘状湿疹等,,,,,
370,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04012.",皮肤病,,湿毒病证,,,搜风除湿汤, ,功能为搜内外风$除湿止痒，主治慢性湿疹$顽固性神经性皮炎$皮肤瘙痒症日久$皮肤淀粉样变$结节性痒疹等,,,,,
371,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04013.",皮肤病,,血分病证,,,凉血五花汤,野菊花$凌霄花$红花$鸡冠花$玫瑰花,功能为凉血活血$疏风解毒，适用于血热发斑$热毒阻络等病证。所用药材均为其花，而花性轻扬，故用于发散上半身红斑类皮肤病的初期相宜，如多形性红斑$玫瑰糠疹等。,,,,,
372,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04014.",皮肤病,,血分病证,,,凉血五根汤,白茅根$瓜蒌根$茜草根$紫草根$板蓝根,功能为凉血活血$养阴生津$清热解毒，适用于血热发斑$热毒阻络之证，如多形性红斑$丹毒初期$紫癜$结节性红斑等红斑类皮肤病偏于下肢者。瘀血阻滞脉络证：对于此证，赵炳南有轻剂$中剂$重剂等系列方药,,,,,
373,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04015.",皮肤病,,瘀血阻滞脉络证,,,轻剂用活血散瘀汤,苏木$赤白芍$草红花$桃仁$鬼箭羽$三棱$莪术$木香$陈皮,功能为活血$散瘀$定痛，适用于浅层静脉炎$皮下淤血，以及跌打损伤，瘀血胀痛。本方为活血散瘀的轻剂，适用于气隔血聚的初期。方中木香$陈皮理气行气偏于温散，使之“气行则血行”为组方之特点。若因外伤所致者，加刘寄奴$徐长卿增强散瘀之效。见有热象者加大黄，取其清热破瘀之效。,,,,,
374,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04016.",皮肤病,,瘀血阻滞脉络证,,,中剂为活血逐瘀汤,丹参$当归$白僵蚕$三棱$莪术$白芥子$厚朴$橘红$土贝母$沉香,功能为活血化瘀$软坚内消，适用于腹部包块$乳腺增生（或纤维瘤）体表小肿瘤或寒性脓肿$关节肿胀等,,,,,
375,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04017.",皮肤病,,瘀血阻滞脉络证,,,重剂为逐血破瘀汤,水蛭$虫$地龙$蟅虫$黑丑$路路通$透骨草$水红花子$盘龙参$紫草,功能为活血破瘀$通经活络，偏于性寒凉者加紫油肉桂。适用于深部栓塞性静脉炎$腹腔瘀血肿块。本方祛邪扶正兼顾且以祛邪为主,,,,,
376,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04018.",皮肤病,,,,,,对于治疗热$湿$瘀毒相应的丸丹类经验方有抗毒丸（片)$灭毒丹$斩痒丹和外用药膏：败酱草膏$苍术膏；散剂有祛湿散$新青黛散$止痒药粉等,,,,,,
377,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04019.",皮肤病,,,,,麻黄方,麻黄$杏仁$干姜皮$浮萍$白鲜皮$陈皮$丹皮$白僵蚕$丹参。方中以麻黄$杏仁$干姜皮,血虚外受风寒所致瘙痒者，多用于急性荨麻疹,,,,取其辛温宣散以开腠理祛邪外出，佐以浮萍$白鲜皮表散寒湿；丹参$丹皮$白僵蚕凉血养血润肤，和血止痒；陈皮$干姜皮合用理气开胃，醒脾化湿。赵炳南认为，干姜皮与麻黄相配合，可以缓和麻黄辛温过于透发之憋，以免大汗伤正。全方共奏开腠理，和血止痒之功效。,
378,赵炳南,"首都医科大学中医药学院高益民.赵炳南辨证经验及常用方药[N].中国中医药报,2009-11-04020.",慢性顽固性瘙痒病症,,,,,全虫方,全虫$皂刺$猪牙皂$刺蒺藜$槐花$威灵仙$苦参$白鲜皮$黄柏,主要适用于湿毒聚结日久而致顽固性瘙痒症，如慢性湿疹$阴囊湿疹$神经性皮炎$结节性痒疹等。,如用之效果不明显者，可加乌梢蛇。若瘙痒剧烈，皮损肥厚，明显色素沉着，或见大便干燥者，均可加川军，既可加强活血破瘀排毒之功，又可促进增厚的皮损使之逐渐消退。,,,功能为息风止痒$除湿解毒。方中全虫，性平，走而不守，能息内外表里之风邪；皂刺，辛散温通，祛风杀虫；猪牙皂能通肺与大肠之气，涤清胃肠湿滞，消风止痒散毒。以上三味同伍，既能息风止痒又能托毒攻伐。对于顽固蕴久深在之湿毒作痒用之最为相宜。方中白鲜皮$苦参$刺蒺藜$威灵仙辅助主要药散风除湿通络，祛除深在的湿毒而治顽固性瘙痒。另外，赵炳南认为脾胃气滞蕴湿聚毒则瘙痒无度，故方中佐以枳壳$黄柏$槐花以行气清理胃肠之结热，调理脾胃以治其本，,
379,赵炳南,"娄卫海,曲剑华.赵炳南从湿论治天疱疮经验[J].北京中医药,2014,02:100-102.",天疱疮,,毒热炽盛$气营两燔者,水疱基底红赤; 身热口干欲饮或多饮; 心烦;便干溲赤; 舌质红绛，苔少而干，脉数。,凉血解毒$清热除湿法,解毒凉血汤加减 ,广角10 g，生地炭10 g，双花炭10 g，莲子心10 g，白茅根10 g，天花粉10 g，地丁10 g，生栀子10 g，甘草10 g，黄连10 g，生石膏30 g，车前子15 g，冬瓜皮15 g，白鲜皮30 g,,,,,方解：方中广角$生地炭$双花炭清营凉血; 莲子心$地丁$生栀子$甘草$黄连清热解毒护心;白茅根$天花粉$生石膏清热养阴护阴; 车前子$冬瓜皮$白鲜皮利水除湿。银花$生地烧炭清解血分的毒热，是赵老先生多年摸索出来的治疗经验，用于临床效果较好。,
