ID,人名,疾病,临证经验,资料来源
255,赵炳南,带状疱疹,带状庖疹是病毒感染所引起的一种常见急性疱疹性皮肤病。俗称“缠腰龙”。因其好发于胸腰部，故祖国医学称为“缠腰火丹”、“蛇丹”，其他如颜面，下肢也可以发生，称为“蛇串疮”。本病常急性发作，因剧烈疼痛使患者痛苦异常。赵老医生在治疗本病时，虽然也循常法，但也有他自己的体会。他认为本病的发生，可因情志内伤以致肝胆火盛；或因脾湿郁久，湿热内蕴，外受毒邪而诱发。毒邪化火与肝火、湿热搏结，阻逷经络，气血不通，不通则痛，故症见灼热疼痛；毒热蕴于血分则发红斑；湿热凝聚不得疏泄则起水疱。因此肝胆热盛，脾湿内蕴为本病的实质，皮肤发生水疱，剧烈刺痛为其症状的主要特征。在辨证施治上，清热利湿解毒以治其因，化瘀通络理气以治其果。在分析时要权衡湿热之中湿重还是热重；毒热之中热重还是毒重。在治疗过程中要抓住各个阶段的发展变化，因为有时表现为热解而湿未清，有时表现为湿化而毒热未解等。1.内服方药：⑴热盛者：泻肝胆实火，清热利湿解毒。处方：龙胆草三钱 连翘五钱 生地五钱 泽泻二钱 车前子四钱 黄芩三钱 栀子三钱 丹皮三钱 木通三钱 生甘草三钱 方中龙胆草、黄芩清肝胆火；连翘、栀子、生甘草清热解毒；生地、丹皮凉血活血，木通、车前子、泽泻清热利湿。伴有高烧者，可用生石膏一至二两，煎水煮群药，或加生玳瑁三钱 ；疼痛明显者，加郁金、延胡、丹参、没药、乳香；皮损潮红疼痛明显者，加大黄以清热破瘀，并有签底抽薪之妙；内有食滞、湿滞者加枳壳；后期痒感明显者加白藓皮。发于颜面者加菊花；侵犯眼、眉者加谷精草；发于下肢者加牛膝；发于腰部者加桑寄生、杜仲；发于上肢者加姜黄以引经。⑵湿盛者：清热燥湿，理气和中。处方：苍术二钱 厚朴二钱 陈皮三钱 炒白术四钱 猪苓四钱 黄柏四钱 枳壳三钱 译泻三钱 赤苓四钱 滑石四钱 炙甘草三钱 方中苍白术、猪苓、赤苓健脾燥湿；陈皮、厚朴、枳壳理气和中以助水湿之运化；黄柏、滑石、甘草清热利湿，水疱消退后遗留局部神经痛者，是因余毒未清，经络阻遏，气血郁滞所致，可于方中加大黄、鬼箭羽、延胡索、没药、乳香以活血化瘀、止痛。外用药：早期湿热盛水庖破裂、糜烂渗液较多者，可用如意金黄散、柏叶散、雄黄解毒散水调外敷。皮疹发出前、皮疹消退期或水疱消退以后，遗留明显神经痛者，可外用黑色拔膏棍。,"北京中医医院.赵炳南临床经验集,北京：人民卫生出版社，2006.37"
256,赵炳南,日光性皮炎,植物日光性皮炎，系因食黎茱（俗名灰茱）或黎科植物后，又经过强烈日光照射而发生的皮炎。表现为阳光照射的部位突发性髙度水肿，眼裂封闭，唇肿外翻，自觉搔痒灼痛，有时有紫色出血斑，有时伴有发烧。从其临床症状上看，赵老医生认为本病相当于中医所说的日晒疮。是由于机体内部脾虚水湿不化，蕴久化热，湿热内生，外受阳光毒热之邪，内外合邪而成湿毒，所以在治法上以清热解毒利湿为主。方中金银花、公英、连翘清热解毒；薏仁米、车前子、木通、生甘草健脾利湿清热；白藓皮、浮萍清热散风透邪外出；若见出血紫斑系因毒热迫血妄行，故加生地、丹皮、紫草根、赤芍等凉血活血之剂；若脾虚现象明显，则佐以白术，薏仁米补脾而不燥。上述两例，基本治则相同，但同中有异。例一毒热较盛，所以重在清热解毒。例二素有脾虚，开始佐用健脾之剂，但清热不足，肿虽消而出血斑反而增加，复诊时又重加清热解毒之剂。所以阳毒之邪对于本病来说也是很主要的条件。赵老医生在回忆和讲解此两例时，着重地说明了“急则治其标”的道理，开始就应当重用清热解毒利湿之剂，以治其标，而后则根据其兼证“缓则治其本”。此外对于外用药，早期红肿明显，内热过盛期，主要用冷湿敷，以发散局部蓄热。病至后期，因热灼脉络而生瘀血斑，皮肤青紫，则说明系瘀血凝滞之象，故除内服凉血活血之剂外，外部冷湿敷改为温湿敷，则可加速瘀血之消散。   ,"北京中医医院.赵炳南临床经验集,北京：人民卫生出版社，2006.38"
257,赵炳南,湿疹,赵老医生对于本病的临床经验，归纳如下：湿疹是皮科常见病、多发病之一，以红斑、丘疹、水疱、渗出、糜烂搔痒和反复发作为主要特点。古代医书中虽然没有“湿疹”的病名，但是对于某些病象的描写与湿疹相符。例如：“奶癣”（胎廒）、“旋耳疮”、“四弯风”、“绣球风”、“旖疮”等不下数十种之多，相当于现代医学的婴儿湿疹、耳周湿疹、肘腋窝部湿疹、阴囊湿疹、盘状湿疹等，名目繁多，这样给中西医结合进行研究带来了因难。赵老医生在临床实践中，根据这些病的特点和中医的理论，统称之谓“湿疡”。“湿”是从其发病的主要因素来考虑的，因为本病的发生是以各种因素所造成的内湿为其发病的主要根据，湿邪蕴久必然化热，所以湿热互结，渗出流津是其矛盾的主要方面；关于“疡”字各家解释不一，顾名思义，疡也可以说是皮、外科疾病的总称。从疾病的发生来看“疡起皮里肉之外”与湿疹的发病部位也相似，而且从“疡”的读音也近乎“扬散”的“扬”和“搔痒”的“痒”，反应了湿疹的弥散、泛发和搔痒的基本特点。急性湿疹称为风湿疡、慢性湿疹称为顽湿、湿疹合并感染称为湿毒疡，其他特殊部位的湿疹，足跖部的称之谓田螺疱、臭田螺，掌跖部皲裂性湿疹包括在鹅掌风之内，足胫部与手背部的慢性盘形湿疹称为癖疮。对于病因、病理的看法，他认为本病虽形于外而实发于内，多由于饮食伤脾，外受湿热之邪而致，饮食入胃，由脾所运化，如过食腥发动风，炙馎厚味、烟、酒、浓茶、辛辣，以致脾为湿热所困，运化失职，更兼腠理不密，经常涉水浸湿，外受湿热之邪，充于腠理，发为本病，所以内在的湿热与湿热外邪相搏结，是本病的实质，从其临床特点来看，若与风邪兼挟则游行善变、搔痒明显，弥散泛发；若湿热从火化则皮损歉赤律水。又因湿为重浊有质之邪，湿性粘腻故缠绵不愈，经常复发。对于辨证施治的看法，在长期反复实践的基础上，逐步形成他的上述看法。因而将成人湿疹分为热盛型和湿盛型两 大类型。在临证时根据病人的表现和中医的基本理论，权衡病人在各个阶段湿与热的比重就成为辨证的中心问题，同时赵老医生也经常提到这两种类型不是截然分开的，而是相互关连和相互转化的。1.热盛型（湿热之中以热为主）发病急，病程短，身热口渴，心烦，大便秘结，小溲短赤，局部皮损初起皮肤潮红，状如云片涂丹，歉热，轻度肿胀，继而栗疹成片或水疱密集，渗液流津，搔痒无休，搔抓后有痛感，舌质红，舌苔黄腻，脉弦数洪大。治宜清热利湿，佐以凉血。处方：龙胆草二钱 黄芩三钱 黄连二钱 泽泻三钱 栀子二钱 生地五钱 车前草五钱 木通一钱 连翘三钱 槐花三钱 生甘草一钱 内热盛，大便干燥者，加川军、枳壳；下焦湿盛者加黄柏；渗液多者加滑石块、茵陈；发于面部者加菊花；发于头部者加藁本；发于腰背部者去胆草加杜仲；发于上肢者加姜黄；发于下肢者加牛膝或木瓜；搔痒明显者加白藓皮、地肤子、苦参。 湿盛型（湿热之中以湿为主）：多由前型迁延而成，或反复发作，病程日久，链绵不愈，时轻时重。全身多无明显症状，偶见便溏溲清，舌质淡，周边有齿痕，苔白腻，脉沉缓。局部皮损增厚变粗，有抓痕及搔起之皮屑，色暗褐，渗液较少或无渗液，顽固搔痒，抓后无痛感。治宜健脾利湿，佐以清热。处方：厚朴三钱 陈皮二钱 泽泻三钱 炒黄柏三钱 茯荅三钱 猪苓三钱 炒枳壳三钱 炒薏米三钱 炒白术三钱 车前子（包）三钱 湿象明显者加苍术；若湿热郁结日久，则应加用驱风解毒止痒的药物或用经验方全虫方加减，方药如下：全虫二钱 猪牙皂角二钱 皂刺四钱 黄柏三钱 枳壳三钱 苦参二钱 白藓皮五钱 威灵仙四钱 生槐花五钱 外治法：1.急性湿疹：⑴中药湿敷（适用于急性期有渗出者）：药液：可以选用马齿苋、黄柏或鲜枇杷叶其中一种二两，毒热盛有继发感染者，加地丁一两放在盆内加水约2000～3000毫升，煮沸15～20分钟，待冷却后备用。敷料：纱布6～8层，大小与皮损面等大。操作方法：将纱布在药液中浸透，取出后稍拧挤，干湿合宜，然后将湿纱布平放在皮损面上，稍加压，使之与皮损面均匀密合，5～6分钟后取下，反复操作30～60分钟，每日2～4次，结束时用棉球轻轻拭去残留之药液，洗净纱布，置于药液中煮沸10分钟，冷却后备用。注意事项：药液温度要适宜。皮损面积过大时，应分区湿敷。发际与手足部湿疹，可改用泡洗法，每次30～60分钟，每日三至四次。⑵鲜芦荟蘸药（祛湿散、明巩粉，有继发感染者加少许化毒散）外涂。⑶甘草油调祛湿散外敷。注意事项：换药前一定要用甘草油或植物油将残留的药物清拭干净。若有继发感染可于祛湿散中加入少许化毒散或按0.5～的比例加入氯霉素粉剂。2.亚急性湿疹：普连软膏、止痒药膏各半混合外用，换药时一定要用甘草油清洁皮损后再上药。或用花椒油（香油一两滚开后，放入花椒6～10粒，待凉后备用）清拭皮损面。若仍有渗出液者可加龟板散少许。3.慢性湿疹：⑴皮肤增厚但角化不明显者，用大枫子油、冰片鸡蛋油、甘草油混合外用，外扑五倍子粉。痒感明显者加10%止痒药粉或5～10%古月粉混于五倍子粉中。⑵皮肤角化明显者，局限性者可用稀释拔膏，皲裂性湿疹可用熏药疗法或用梅花针局部针刺以不见血为度，或用海螵蛸块摩擦。痒感明显者可外用止痒药膏加的止痒药粉、古月粉或银粉散角化明显而且顽固局限性的皮损可外用京红粉软膏或豆青膏。阴囊湿疹可用熏药疗法，烟熏以后对于皮损干燥者可外用大枫子油；局部潮湿者可用五倍子粉加古月粉外扑。总之对于湿疹的治疗问题，根据赵老医生的看法很重视标本兼治、内外兼治的整体与局部相结合的治则。既重视湿热的表现，又重视脾失运健的根本原因。所以对于热盛者则用胆草、黄芩、栀子、连翘清湿热火邪；黄柏、泽泻、茵陈、车前草（子）除湿利水；槐花、生地凉血解毒；白藓皮、地肤子、苦参驱风止痒。对于湿盛者，则用厚朴、陈皮、茯苓、木通健脾燥湿利水；泽泻、茵陈、车前子、黄柏利湿清热；甘草和中；临证时多佐用白术以健脾补气，助后天之功，以运化水湿。顽湿不化，则用全虫方熄风止痒，除湿解毒。在治法的运用上，赵老医生是先治其标，待湿热消退之后，则理脾助运以治其本。所以理脾化湿可说是治疗本病的根本，使机体内部的运化机能发生变化，才能从根本上治疗本病是赵老医生遵循的一个基本原则。,"北京中医医院.赵炳南临床经验集,北京：人民卫生出版社，2006.2"
258,朱仁康,痈 ,痈多发于项背，中医依其所发部位而有不同名称。发于项后正中称“对口”，较偏称“偏口”，背部正中称“发背”，背两侧称“搭手”。 朱老医生指出，痈虽属于阳症，但可互相转化，即可由阳转阴，亦可转阴回阳。须看正气盛衰，邪毒轻重，如正能胜邪，则为顺症，正虚邪盛，则为逆证。在治疗原则上，正虚者首先要扶正，扶正有几方面：气血两虚（尤以老弱患者）则有益气和营，阴虚火炽则宜滋阴清热，阳虚欲脱则宜回阳救逆。邪实者，应以驱邪为主，勿早用扶正，否则反助邪势。初起有恶寒发热表证时，应先祛风透表，湿热上壅则宜理湿清热；更着重在一个“托”字，使疮毒顶透高突，易于溃脓，不致向外扩散或平塌内陷。托毒方面，有补托，清托，温托之分，补托即补正托毒，如托里消毒饮；清托即清热托毒，如四妙汤，温托即温补托毒，如托里温中汤等。,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12"
259,朱仁康,丹毒,"一、发于颜面的丹毒，中医称“抱头火丹”，证属风温已化为火毒，治疗着重清热败毒，勿用风药，免风助火势。方用普济消毒 饮（44）加减治之。其中以板蓝根为主药，可用15克～30克；升麻、柴胡可不用，而加丹皮、赤芍等凉血药。咽痛者加元参，大便秘结者加大黄、元明粉能腑泄热，乃釜底抽薪之法。火毒炽盛红肿未能控制（如例二）则须大剂清瘟败毒饮（45）加减治之。如毒走营血（败血症）则宜犀角地黄汤，清营汤之类。 
二、发于下肢的丹毒，中医称腿游风，亦名流火。由于湿热下注，化火化毒。如舌红苔黄腻，湿重于热，治宜利湿清热，方用龙胆泻肝汤（28）加丹皮，赤芍治之。舌红苔黄燥，热重于湿，则症重清热解毒，可用消炎方（18）。 
下肢丹毒极易复发，成为慢性丹毒，如发作频繁，亦可成为大脚风症（橡皮腿）。 
朱老医生治疗慢性丹毒的主要经验是在急性发作控制后，继续常服苍术膏（96），认为苍术健脾燥湿，增强患者抗病能力，防制其发作，有一定的效果，如例四反复发作十年的患者，服苍术膏三月后，即未复发。又如例五，患者开始未服苍术膏时，发作频繁，服苍术膏后，发作间隔时间逐渐拉长，直至不发。此外服一妙丸（苍术、黄柏组成）亦有相似的疗效，如例三。
外治法： 
急性发作，红肿灼热疼痛时，外敷玉露膏（120）或用鲜板蓝根，鲜马齿苋，仙人掌，芭蕉根叶，选用一种，捣烂外敷。形成温性，肿胀历久不退者，外敷金黄膏（121）。
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.13"
260,朱仁康,疔疮,"面部、手足部化脓性炎症，中医总称为疔疮。发于口鼻部的按部位称鼻疔、人中疔、虎须疔；指头炎称蛇头疔；甲沟炎、甲下脓肿称癀爪；腱鞘部称虎口疔、托盘疔，以及急性淋巴管炎称红丝疔等。病因由于过食醇酒炙烤，脏腑积热，火毒结聚而成，或因针刺、竹木刺等扎伤感染而得，中医有铁蛇毒，木蛇毒，竹蛇毒之称。 
一、面部疔疮，初起粟米小疮，或痒或麻，往往不予重视，日见红肿热痛增剧，甚至脸目俱肿，根肢坚硬，迟不化脓。失治电报致壮热烦躁，恶心呕吐，甚至神昏谵语，而成疔毒走黄（败血症）。 
二、手部及指头疔疮，红肿发热，常致疼痛彻心，所谓十指连心。化脓时应及早切开，如处理失当，可延及指骨坏死（指骨骨髓炎），脓带自味。甲沟炎及甲下化脓，一般肿疼较轻。 
三、红丝疔往往是上述手指感染引起，沿淋巴管起红线一条，向上发展，处理不当，疔毒上攻，亦可致疔毒走黄。 
朱老医生认为治疔有三注意：（一）“沼疔如防虎”，意思是说 
疔毒可畏。初起小疮，应加重视，严禁挑拔或挤压，尤其是面部的疔疮，电报引起疔毒扩散，甚至走黄。（二）“宜聚不宜散”疔是火毒，忌用辛温散内药，重用清热解毒，合之消肿，如消之不应，则加以托毒，使疔毒收聚一处，早日透脓为好，免向四周扩散。（三）在护理方面，忌食酒、肉、荤腥五辛发物，宜吃清淡食品，蔬菜、水果、绿豆、粉皮之类。 
疔毒亦分顺症为火毒结聚沿未扩散。证见：红、肿、热、痛。脉弦带数，舌质红，苔黄腻加黄连6克，黄芩9克，肿坚不化脓加炙甲片9克，皂角刺9克，托毒透脓。 
（二）逆证（走黄证）：相当于败血症。乃毒火炽盛，处理不及时，毒走营血，内攻脏腑。或经挑拔挤压，疔毒扩散所致。证见：疮顶干枯，黯赤无脓，在面部则头脸俱肿，在手部则手臂俱肿，全身症候可见寒战壮热，头晕眼蓊，神思恍惚，肢体拘急，恶心呕吐，面色发青，烦躁不安，不思饮食，口干，有的全身发黄，或起风团，瘀斑等证，甚至神电昏迷，口噤不开，动风发痉，腹胀便泄，小便自遗等证。脉象洪数，舌绛，苔黄燥或灰腻。治宜大剂凉营清热解毒。以清瘟败毒饮（45）加减治之。加减法，神昏谵语加用安宫牛黄丸，日服1～2丸；口噤发厥加服紫雪丹，每次1.5克，每日1～2次：咳嗽气急加川贝9克，竹沥30克；舌绛苔光，阴伤，加元参观12克，麦冬9克；协热便泄改用银花炭12克，黄芩炭9克；便秘加大黄（后下）9克，元明粉（冲）9克；身发黄加茵陈30克。 
外治法：（一）面部疔疮，初起疮头掺拔疔散（144），外敷玉露膏（120）。脓头不破，外盖红千捶膏，拔毒提脓。指部或手部疔疮红肿或红丝疔均可外敷玉露膏。（二）手部疔疮已化脓时，及早 切开排脓，但严禁挤压，切开后插上五五丹（142）药捻，提脓拔毒。
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.14"
261,朱仁康,疖病,"疖病又称多发性疖肿 ，可在身体各处反复发生，缠绵难。难临床上可分两型：续发型，在不定部位，陆续发生疖肿，个数不定，新旧交替，可延多年不愈。复发型，常睚一定部位，尤以项部（发际疮）、臀部（坐板疮）反复发生。外治法 （一）疖肿未破或毛囊炎，都可用金黄散（139）蜂蜜调成糊状（以涂敷后不下流为度），逐个挑破涂上，勿涂成一片。一般涂药后可以部分消退或不再扩大。已化脓的，亦可促进自然排脓，脓出消退。 
（二）疖肿坚硬不破，可贴疔疖膏（125）或千捶膏（126）促其自破。疖肿已破，脓出不尽，先上五五丹药捻两天，提脓拔毒， 脓尽自愈。一般疖肿 脓出后可掺五五丹（142）少许。 
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.15"
262,朱仁康,慢性毛囊炎,慢性毛囊炎为粟米大小疮，可多可少，不断发生，常见于头部或项后发间（发际疮），亦可见于须部（羊须疮），或见于臀部（坐板疮）。慢性毛囊炎的疖肿未破，亦可用金黄膏（121）或玉露膏（120）外涂，或用毛疮洗方（172），水煎洗头项，每次洗15分钟，日洗3～4次，连洗5～10天，洗后用四黄散（135）或发际散（134）香油调糊状，逐个涂上，勿涂成一片。,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.16"
263,朱仁康,穿掘性毛囊炎,"穿掘性毛囊炎中医称鳝癀头，多发于小儿头部，初起为疖肿 ，日久不愈，肿如曲鳝癀头故名，破后有数孔，形如蝼蛄串穴，又名蝼蛄疖。常脓出不尽，或暂时封口，但内有蓄脓，不久又肿起如馒头。 
上述各症，发病原因一致。中医认为湿热内蕴，化为火毒，治法相同。凡发于上半身、头部者，火毒为重，治宜清火解毒，方用消炎方（18）加减，大便干结加生大黄6～9克（后下），元明粉9克（冲）大青叶15克；发于下半身臀部者，湿热为重，则宜理湿清热，用除湿胃苓汤（29）加头号，如疖肿日久，肿坚不溃，则宜托毒消肿，用消痈汤（42），加减。如病久体虚毒胜，经常复发，宜四妙汤补正托毒，方用生黄芪15～30克，当归12克，银花或忍冬藤15克，生甘草6克，每日一剂水煎服。 穿掘性毛囊炎，内有蓄脓，可先上重升丹（142）药捻三四天，提脓拔毒，脓出后肿消退，防其攻窜，可用千捶膏（126）、（127）烘热紧贴疮上，三五天换贴一张，直至平复为止。 
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.17"
264,朱仁康,淋巴腺结核,"淋巴腺结核，中医统称瘰疬，小者为瘰，大者为疬，俗名鼠疮，瘰疬的成因，不离乎痰，痰的来源有二，一则来源于脾，脾为生痰之源，由于思虚伤脾，脾失健运，生湿生痰。一则由于阴虚火盛，炼液成痰。痰阻滞经络则筋缩成核。 
瘰疬可分多种类型，而较常见的有两种类型： 
（例一）认证为肝经郁火，脾湿生痰，痰火相凝。破溃后病延15年不愈，并有胃疼纳差，肝胃不和之证，故以二陈汤和胃化痰，石决明，钩藤平肝，贝母，牡蛎，昆布，海藻消肿软坚。治疗中始终以此方加减，并配合扩创、挂线清除瘘管窦道顺短期内治愈。 
（例二）认证为阴虚内热，虚火上炎，痰火凝结。以消疬方，元参、川贝、生牡蛎为主方，佐以昆布、海藻、白蔹、赤芍软坚散结，蚤休、连翘清热解毒，并配合外治法，经治三月，完全收口。 
（例三）为颈淋巴结核硬结期的患者，认证为肝肾阴虚，虚火内灼，炼液为痰，痰火郁结。病已半年，肿坚疼痛，有欲溃之势，及时采用攻补兼施，消痰软坚之法，以黄芪、元参补其虚，用贝母、生牡蛎，昆布、海藻、山甲、山慈菇攻其坚，终使避免破溃，肿核
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.18"
265,朱仁康,脉管炎, 脉管炎病人未病之前，一般都有受寒受冻史。如大冷天外出，冒雪履冰受冻后，若用雪块磨擦冻肢，使逐渐转温，可无他虚。最忌立即向火烤，或用热水烫，否则极容易患本病。此为防治之道，很关重要。本病初期、二期，寒凝血瘀，阻于经络，不能则痛。用药着重温经散寒，能络活血，回阳止痛，大致辞可以行治。晚期寒郁化热，热胜则肉腐，骨烂，应以大剂滋阴益气，清热化毒，以顾步汤，四妙能安汤等图治，尽可能免于截肢。,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.19"
266,朱仁康,带状疱疹,"带状疱疹，因其皮肤起红斑水疱，中医列入“丹”门。本病好发于胸胁部，故称“缠腰火丹”，亦见于头面部及其他部位，总称“蛇丹”。 
中医以往在临证上分干、湿两类。干者皮肤起红粟成簇，痛如刺螫，由于肝经湿火，脉弦数，舌红苔黄，治宜龙胆泻肝汤（28）加丹皮、赤芍。外用玉露膏（120）敷之。湿者，起黄白水疱，糜烂流水，其痛尤甚，属于脾经湿热，如见纳呆腹胀便溏等证，脉滑带数，舌苔白腻，治宜除湿胃苓汤（29）加减，外用金黄膏（125）敷之。 
二、带状疱疹为一种病毒所致的皮肤病。我拉在朱老医生的指导下，拟定以清热解毒为主的马齿苋合剂（马齿苋60克，大青叶15克，薄公英15克），从1974年1月至1975年6月共治疗观察带状疱疹144例，治疗效果：1～10天内，皮损大部结痂，脱落，疼痛消失者占125例，平均治愈5.3天。10天以上治愈19例。初步认为马齿苋合剂治疗带状疱疹用药简单，在缩短疗程，减轻疼痛方面具有较好的作用。
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.20"
267,朱仁康,疣,"目前较为常见的疣赘有寻常疣，扁平疣及传染性软疣等，均由人类疣病毒引起。 
一、寻常疣：中医有“疣目”“枯筋箭”“千日疮”“瘊子”等称。多见手、足、少则一二个（先起一个称母疣），多则可至几十个。疣数少者可用外治法：1.每日用毛巾搓洗患处,或用鸦胆子油(170)点疣上,数天后如见疣体周边发红,可渐枯落。2. 用生半夏研末,加白糖少许,冷开水调成糊涂于疣顶上,三天上药一次,渐见脱落。3. 艾炙法:用艾绒一团,置疣体上,点燃后稍待片刻,发出辟拍响声后,用镊子夹住,即可剥离,疣掉后,外涂龙胆紫.疣数多者,可服去疣四号方(24).功能活血去疣,每剂加水煎二次.晚上服头煎,次晨服二煎,每煎冲入黄酒30毫升内服(此方孕妇忌服)。一般五剂为一疗程，至多两个疗程，进行观察。亦可用去疣二号方（22）。 
二、扁平疣，又名扁瘊。常见于青年人的颜面，手背，颈项等处，其状扁平如芝麻大或粟粒大，浅褐色，少则数个，多至上百个。少数扁平疣，可用鸦胆子油（167），用牙签或火柴梗，沾鸦胆子油少许，小心点于疣上（勿沾周围好皮肤），隔二三日即可掉落。注意勿涂太多，避免发生凹陷性瘢痕。多数的，内服马齿苋合剂三方（23），亦可用去疣二号方（22），每日水煎服一剂，二煎早晚分服，7～14剂为一疗程。亦可用疣洗方（170），水煎洗擦患部。每日洗3～5次，每次洗一刻钟。 
三、传染性软疣：多见于颈项，胸前，后背等处，初起小圆点， 渐大如鼠乳（中医即名鼠乳）。中央有脐窝，蜡样光泽。渐长渐多，有传染性。数多者，可服去疣二号（22）或三号方（23），控制其多发。外治法：用缝衣针，酒精消毒后，在软疣中央挑破，挤出豆渣样粉状物，再涂上碘酒。
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.21"
268,朱仁康,霉菌病,"霉菌病，一般统称为癣，常见的有头癣，体癣，手癣，脚癣，甲癣，花斑癣等。 
头癣：常见的又分白癣、黄癣。中医统称秃疮。白癣称蛀发癣、白秃疮；黄癣不同地区有不同名称，如瘌痢头、堆砂髻、鸡矢堆、癞头疮等。 
[治疗]临床上以外治法为主。涂药前先将头发剃光，用清水洗净，再用肥皂水洗清，试干然后上药。外用药可用苦楝子膏）、秃疮膏（115）、月黄膏（116）或三号癣药水（156），先用一种。每日外涂一次，一般十天为一疗程，头发再长，再剃光，外涂2～3疗程，直至痊愈。 
体癣：中医称“圆癣”，又有“金钱癣”、“荷叶癣“等名称。 
发于腿侧两股的股癣，中医称“阴癣“；又有所谓”丹癣“者，相当于”红癣“。 
[治疗]以外治法为主，可选用一号、二号、三号癣药水（154～156）及普癣水（158）。 
手癣、足癣、甲癣： 
手癣包括在中医鹅掌风范畴。凡是手掌部角化、肥厚、皲裂、脱屑之损害，统称为鹅掌风可能包括手癣，手部皲裂，汗疱疹、掌跖角化症，对称性进行性红斑角化症等。 
足癣：名称很多，有脚气疮、脚蚓症、烂脚丫，香港脚等。 
甲癣：中医称鹅爪风，油灰指甲等。 
[治疗] 以外治为主，如有继发感染，可配合内治。 
手癣：醋泡方（168）外用，每日浸泡半小时，二周为一疗程。如手部角化明显，可配合外搽药膏如红油膏（113），每日1～2次。 
足癣： 
水疱型：王不留行30克，明矾9克， 水煎后泡双足，每次泡15分钟，每日泡2～3次，连泡10～20天。 
糜烂型：六一散9克  枯矾3克  研为细末，撒布在脚趾缝内。或用五倍子、海螵蛸各等分，研为极细末，撒布患足。 
角化型：醋泡方（168）外用，每日泡半小时。角化皲裂严重时，可外用红油膏（113）。亦可用上述水疱型浸泡方，均有效。 
甲癣：先用热水浸泡，使指甲变软，再以刀片将甲刮薄，用醋泡方浸泡。或用白风仙花30克  明矾9克  捣烂涂患甲上，布包，一日换药一次。 
花斑癣： 
中医称紫白癜风，俗称汗斑。 
[治疗]以外治法为主。 
（一）汗斑擦剂：密陀僧30克 硫黄30克 白附子15克  共研细末，醋调如糊状，黄瓜蒂蘸擦。或用普癣水（158）外搽。
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.22"
269,朱仁康,脂溢性皮炎," 本病由于皮脂溢出而引起的慢性炎症。一般多见于皮脂分泌多的部位，如头、面、颈项，胸腋等处。中医依其发生部位，而有白屑风、面游风、钮扣风之称。病程往往为慢性，可经年不愈；而且有不同程度的痒感，严重的亦可因搔痒而使皮损肥厚。其发病原因，由于剧烈运动后，头部汗出，肌热当风，或用冷水淋头，复受外风，风邪侵入毛孔，郁久化燥；或因过食辛辣油腻，脾胃积热上蒸，复受外风，日久化燥所致。朱老医生认为：（一）一般初起病程不长，皮肤潮红微肿，发痒脱屑，脉弦滑，舌质红苔薄白或薄黄，证属血热风燥，治疗原则是凉血清热，消风润燥。选用生地、丹参、赤芍以凉血；知母、生石膏清肌热；荆芥、蝉衣、白蒺藜以消风；当归、麻仁、甘草以润燥；苦参、白葡皮以止痒。（二）如病程已历数年之久，皮肤干燥，色黯，肥厚，层层脱屑，发痒挠破，大便干秘，脉弦细，舌淡苔净等，证属血虚风燥。汉当养血润燥，消风止痒，选用熟地、当归、丹参、白芍、首乌、麦冬养血滋阴；枳壳、麻仁、甘草以润燥；白蒺藜、白葡皮以消风止痒。这是一般治疗原则。但有时亦须根据具体情况因人而施。上举病例都属风重化燥之证。例五病仅一月，而见舌淡苔净，还是血虚风燥，投养血消风而得效。例八，病已经年，皮肤仍见潮红，舌红苔薄白，尚有血热现象，仍用凉血消风而愈。例七病已年余，头皮潮红，脱屑，舌绛苔净，内燥伤阴，以滋阴润燥而获效。 
附外治法：（一）头皮屑多，油多发痒，可用脂溢性洗方，方用苍耳子30克勤克俭，王不留行30克，苦参15克，明矾9克， 水煎先头，每次洗15分钟（洗头不宜太勤）。（二）头皮发痒，外搽苦参酒（159）或白藓皮酒（白藓皮15克，生地30克，高梁酒100毫升放瓶内浸七天后用）。（三）皮肤干燥，脱屑发痒，外搽祛湿膏（108）或摩风膏（111）。
","中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.23"
